Source,Destination,Distance(M),Distance 4-digit(M)
City_57,City_16,1250639,1250
City_57,City_29,1623329,1623
City_57,City_8,1423781,1423
City_57,City_40,724664,7246
City_57,City_11,1805997,1805
City_57,City_23,1479772,1479
City_57,City_4,1783896,1783
City_57,City_25,1536572,1536
City_57,City_15,1351196,1351
City_57,City_27,1573526,1573
City_57,City_55,2450255,2450
City_57,City_39,1571841,1571
City_57,City_49,1775656,1775
City_57,City_17,1289527,1289
City_57,City_38,1775724,1775
City_57,City_0,1758770,1758
City_57,City_1,1747047,1747
City_57,City_22,1445198,1445
City_57,City_2,1732953,1732
City_57,City_18,1323500,1323
City_57,City_50,1803344,1803
City_57,City_60,1221865,1221
City_57,City_7,335412,3354
City_57,City_61,1783474,1783
City_58,City_24,1638482,1638
City_58,City_47,971007,9710
City_58,City_31,1609195,1609
City_58,City_54,2543984,2543
City_58,City_53,2557881,2557
City_58,City_19,1431112,1431
City_58,City_12,1443548,1443
City_58,City_46,754039,7540
City_58,City_45,757158,7571
City_58,City_51,1662277,1662
City_58,City_6,163769,1637
City_58,City_20,1412871,1412
City_58,City_56,23706,2370
City_58,City_35,1586594,1586
City_58,City_48,785971,7859
City_58,City_57,70403,7040
City_58,City_42,872741,8727
City_58,City_13,1257935,1257
City_58,City_14,1257631,1257
City_58,City_37,1736467,1736
City_58,City_30,1524130,1524
City_58,City_5,2684150,2684
City_58,City_41,676589,6765
City_58,City_52,415523,4155
City_58,City_26,1416751,1416
City_58,City_21,898500,8985
City_58,City_28,1559498,1559
City_58,City_36,1260133,1260
City_58,City_44,806852,8068
City_58,City_43,807267,8072
City_58,City_10,1476082,1476
City_58,City_32,1210157,1210
City_58,City_33,1190338,1190
City_58,City_3,1509924,1509
City_58,City_9,2041805,2041
City_58,City_34,1520740,1520
City_58,City_59,696441,6964
City_58,City_16,1270338,1270
City_58,City_29,1577435,1577
City_58,City_8,1377887,1377
City_58,City_40,657981,6579
City_58,City_11,1739314,1739
City_58,City_23,1433878,1433
City_58,City_4,1717213,1717
City_58,City_25,1490678,1490
City_58,City_15,1370895,1370
City_58,City_27,1527632,1527
City_58,City_55,2383572,2383
City_58,City_39,1525947,1525
City_58,City_49,1756194,1756
City_58,City_17,1309226,1309
City_58,City_38,1729830,1729
City_58,City_0,1712876,1712
City_58,City_1,1701153,1701
City_58,City_22,1399304,1399
City_58,City_2,1687059,1687
City_58,City_18,1343199,1343
City_58,City_50,1783882,1783
City_58,City_60,1180136,1180
City_58,City_7,331173,3311
City_58,City_61,1764012,1764
City_42,City_24,774490,7744
City_42,City_47,373720,3737
City_42,City_31,745203,7452
City_42,City_54,1926492,1926
City_42,City_53,1940389,1940
City_42,City_19,1107513,1107
City_42,City_12,763444,7634
City_42,City_46,386152,3861
City_42,City_45,387066,3870
City_42,City_51,991694,9916
City_42,City_6,933614,9336
City_42,City_20,1109814,1109
City_42,City_56,873406,8734
City_42,City_35,1025649,1025
City_42,City_48,536175,5361
City_42,City_57,917543,9175
City_42,City_58,868301,8683
City_42,City_13,918847,9188
City_42,City_14,918226,9182
City_42,City_37,863147,8631
City_42,City_30,660138,6601
City_42,City_5,2066658,2066
City_42,City_41,462398,4623
City_42,City_52,1065729,1065
City_42,City_26,647924,6479
City_42,City_21,966442,9664
City_42,City_28,695506,6955
City_42,City_36,520288,5202
City_42,City_44,305009,3050
City_42,City_43,303782,3037
City_42,City_10,765666,7656
City_42,City_32,362064,3620
City_42,City_33,342245,3422
City_42,City_3,1498326,1498
City_42,City_9,1286411,1286
City_42,City_34,959795,9597
City_42,City_59,805541,8055
City_42,City_16,1007555,1007
City_42,City_29,713443,7134
City_42,City_8,513895,5138
City_42,City_40,441066,4410
City_42,City_11,981948,9819
City_42,City_23,569886,5698
City_42,City_4,1126207,1126
City_42,City_25,626686,6266
City_42,City_15,1022645,1022
City_42,City_27,663640,6636
City_42,City_55,1766080,1766
City_42,City_39,674570,6745
City_42,City_49,908101,9081
City_42,City_17,999822,9998
City_42,City_38,873733,8737
City_42,City_0,839556,8395
City_42,City_1,827833,8278
City_42,City_22,535312,5353
City_42,City_2,813739,8137
City_42,City_18,1007263,1007
City_42,City_50,935789,9357
City_42,City_60,1628631,1628
City_42,City_7,1178026,1178
City_42,City_61,915919,9159
City_13,City_24,1193201,1193
City_13,City_47,1236232,1236
City_13,City_31,1226268,1226
City_13,City_54,1298612,1298
City_13,City_53,1312509,1312
City_13,City_19,1970025,1970
City_13,City_12,426683,4266
City_13,City_46,1090697,1090
City_13,City_45,1091611,1091
City_13,City_51,1891805,1891
City_13,City_6,1222466,1222
City_13,City_20,1972326,1972
City_13,City_56,1274869,1274
City_13,City_35,341222,3412
City_13,City_48,1322243,1322
City_13,City_57,1321440,1321
City_13,City_58,1256381,1256
City_13,City_42,912870,9128
City_13,City_14,5326,5326
City_13,City_37,1393998,1393
City_13,City_30,1084226,1084
City_13,City_5,1438778,1438
City_13,City_41,701206,7012
City_13,City_52,1662055,1662
City_13,City_26,744136,7441
City_13,City_21,1788795,1788
City_13,City_28,1176571,1176
City_13,City_36,596634,5966
City_13,City_44,726053,7260
City_13,City_43,728655,7286
City_13,City_10,681540,6815
City_13,City_32,1262175,1262
City_13,City_33,1242356,1242
City_13,City_3,576658,5766
City_13,City_9,981298,9812
City_13,City_34,275368,2753
City_13,City_59,617040,6170
City_13,City_16,1870067,1870
City_13,City_29,1195842,1195
City_13,City_8,1094505,1094
City_13,City_40,718425,7184
City_13,City_11,743982,7439
City_13,City_23,1104951,1104
City_13,City_4,471841,4718
City_13,City_25,1150764,1150
City_13,City_15,1885157,1885
City_13,City_27,1187718,1187
City_13,City_55,1138200,1138
City_13,City_39,1318081,1318
City_13,City_49,1779510,1779
City_13,City_17,1862334,1862
City_13,City_38,1450415,1450
City_13,City_0,1339880,1339
City_13,City_1,1320582,1320
City_13,City_22,1063209,1063
City_13,City_2,1316229,1316
City_13,City_18,1869775,1869
City_13,City_50,1779714,1779
City_13,City_60,1203858,1203
City_13,City_7,1409604,1409
City_13,City_61,1787328,1787
City_14,City_24,1194087,1194
City_14,City_47,1237873,1237
City_14,City_31,1250259,1250
City_14,City_54,1301072,1301
City_14,City_53,1314969,1314
City_14,City_19,1971666,1971
City_14,City_12,428324,4283
City_14,City_46,1092338,1092
City_14,City_45,1093252,1093
City_14,City_51,1893446,1893
City_14,City_6,1224107,1224
City_14,City_20,1973967,1973
City_14,City_56,1276510,1276
City_14,City_35,343682,3436
City_14,City_48,1323884,1323
City_14,City_57,1323081,1323
City_14,City_58,1258022,1258
City_14,City_42,914511,9145
City_14,City_13,5715,5715
City_14,City_37,1417989,1417
City_14,City_30,1085112,1085
City_14,City_5,1441238,1441
City_14,City_41,702847,7028
City_14,City_52,1663696,1663
City_14,City_26,745777,7457
City_14,City_21,1790436,1790
City_14,City_28,1200562,1200
City_14,City_36,598275,5982
City_14,City_44,727694,7276
City_14,City_43,730296,7302
City_14,City_10,682517,6825
City_14,City_32,1263816,1263
City_14,City_33,1243997,1243
City_14,City_3,574211,5742
City_14,City_9,983758,9837
City_14,City_34,277828,2778
City_14,City_59,618681,6186
City_14,City_16,1871708,1871
City_14,City_29,1219833,1219
City_14,City_8,1096146,1096
City_14,City_40,720066,7200
City_14,City_11,746442,7464
City_14,City_23,1106592,1106
City_14,City_4,474301,4743
City_14,City_25,1152405,1152
City_14,City_15,1886798,1886
City_14,City_27,1189359,1189
City_14,City_55,1140660,1140
City_14,City_39,1319722,1319
City_14,City_49,1781151,1781
City_14,City_17,1863975,1863
City_14,City_38,1474406,1474
City_14,City_0,1340766,1340
City_14,City_1,1321468,1321
City_14,City_22,1064850,1064
City_14,City_2,1317115,1317
City_14,City_18,1871416,1871
City_14,City_50,1781355,1781
City_14,City_60,1201411,1201
City_14,City_7,1411245,1411
City_14,City_61,1788969,1788
City_37,City_24,241490,2414
City_37,City_47,976819,9768
City_37,City_31,176150,1761
City_37,City_54,1949687,1949
City_37,City_53,1963584,1963
City_37,City_19,1456675,1456
City_37,City_12,999602,9996
City_37,City_46,1138322,1138
City_37,City_45,1139339,1139
City_37,City_51,884232,8842
City_37,City_6,1786879,1786
City_37,City_20,1478040,1478
City_37,City_56,1735293,1735
City_37,City_35,1252402,1252
City_37,City_48,1163444,1163
City_37,City_57,1779430,1779
City_37,City_58,1730188,1730
City_37,City_42,865135,8651
City_37,City_13,1417964,1417
City_37,City_14,1417343,1417
City_37,City_30,319200,3192
City_37,City_5,2089853,2089
City_37,City_41,1267486,1267
City_37,City_52,1758024,1758
City_37,City_26,684462,6844
City_37,City_21,1589241,1589
City_37,City_28,227874,2278
City_37,City_36,842800,8428
City_37,City_44,1125217,1125
City_37,City_43,1123990,1123
City_37,City_10,754946,7549
City_37,City_32,656941,6569
City_37,City_33,652525,6525
City_37,City_3,1923432,1923
City_37,City_9,1075270,1075
City_37,City_34,1245315,1245
City_37,City_59,1472772,1472
City_37,City_16,1386872,1386
City_37,City_29,217807,2178
City_37,City_8,400434,4004
City_37,City_40,1246154,1246
City_37,City_11,770807,7708
City_37,City_23,336005,3360
City_37,City_4,1322096,1322
City_37,City_25,286840,2868
City_37,City_15,1345763,1345
City_37,City_27,251651,2516
City_37,City_55,1789275,1789
City_37,City_39,201012,2010
City_37,City_49,508004,5080
City_37,City_17,1382244,1382
City_37,City_38,68477,6847
City_37,City_0,136101,1361
City_37,City_1,175382,1753
City_37,City_22,374325,3743
City_37,City_2,155515,1555
City_37,City_18,1369140,1369
City_37,City_50,463788,4637
City_37,City_60,2295862,2295
City_37,City_7,2039913,2039
City_37,City_61,514547,5145
City_30,City_24,122102,1221
City_30,City_47,1014823,1014
City_30,City_31,153640,1536
City_30,City_54,1650237,1650
City_30,City_53,1664134,1664
City_30,City_19,1587059,1587
City_30,City_12,664702,6647
City_30,City_46,1041386,1041
City_30,City_45,1042403,1042
City_30,City_51,1166521,1166
City_30,City_6,1576636,1576
City_30,City_20,1608424,1608
City_30,City_56,1525050,1525
City_30,City_35,943711,9437
City_30,City_48,1189833,1189
City_30,City_57,1569187,1569
City_30,City_58,1519945,1519
City_30,City_42,667922,6679
City_30,City_13,1085967,1085
City_30,City_14,1086649,1086
City_30,City_37,321370,3213
City_30,City_5,1790403,1790
City_30,City_41,1011796,1011
City_30,City_52,1720141,1720
City_30,City_26,366538,3665
City_30,City_21,1620100,1620
City_30,City_28,102214,1022
City_30,City_36,553120,5531
City_30,City_44,885126,8851
City_30,City_43,887728,8877
City_30,City_10,446255,4462
City_30,City_32,728312,7283
City_30,City_33,712312,7123
City_30,City_3,1614741,1614
City_30,City_9,811223,8112
City_30,City_34,936624,9366
City_30,City_59,1217251,1217
City_30,City_16,1522594,1522
City_30,City_29,125187,1251
City_30,City_8,204152,2041
City_30,City_40,990464,9904
City_30,City_11,506760,5067
City_30,City_23,156307,1563
City_30,City_4,990570,9905
City_30,City_25,148932,1489
City_30,City_15,1476147,1476
City_30,City_27,134852,1348
City_30,City_55,1489825,1489
City_30,City_39,300384,3003
City_30,City_49,790293,7902
City_30,City_17,1514861,1514
City_30,City_38,377787,3777
City_30,City_0,252715,2527
City_30,City_1,233417,2334
City_30,City_22,138885,1388
City_30,City_2,229064,2290
City_30,City_18,1499524,1499
City_30,City_50,746077,7460
City_30,City_60,2031997,2031
City_30,City_7,1829670,1829
City_30,City_61,796836,7968
City_5,City_24,1855238,1855
City_5,City_47,2438307,2438
City_5,City_31,1940562,1940
City_5,City_54,545225,5452
City_5,City_53,532257,5322
City_5,City_19,3172100,3172
City_5,City_12,1331445,1331
City_5,City_46,2345501,2345
City_5,City_45,2346415,2346
City_5,City_51,2911617,2911
City_5,City_6,2651288,2651
City_5,City_20,3174401,3174
City_5,City_56,2703691,2703
City_5,City_35,1104003,1104
City_5,City_48,2577047,2577
City_5,City_57,2750262,2750
City_5,City_58,2685203,2685
City_5,City_42,2074417,2074
City_5,City_13,1437924,1437
City_5,City_14,1440534,1440
City_5,City_37,2090203,2090
City_5,City_30,1788234,1788
City_5,City_41,2107527,2107
City_5,City_52,3025078,3025
City_5,City_26,1556223,1556
City_5,City_21,3024138,3024
City_5,City_28,1889136,1889
City_5,City_36,1562032,1562
City_5,City_44,1980857,1980
City_5,City_43,1983459,1983
City_5,City_10,1422782,1422
City_5,City_32,2296715,2296
City_5,City_33,2276896,2276
City_5,City_3,1597620,1597
City_5,City_9,932235,9322
City_5,City_34,1168716,1168
City_5,City_59,2045862,2045
City_5,City_16,3072142,3072
City_5,City_29,1912109,1912
City_5,City_8,1880154,1880
City_5,City_40,2086195,2086
City_5,City_11,1369237,1369
City_5,City_23,1862520,1862
City_5,City_4,987180,9871
City_5,City_25,1910287,1910
City_5,City_15,3066389,3066
City_5,City_27,1898057,1898
City_5,City_55,302884,3028
City_5,City_39,2077604,2077
City_5,City_49,2577215,2577
City_5,City_17,3064409,3064
City_5,City_38,2146620,2146
City_5,City_0,2001917,2001
City_5,City_1,1982619,1982
City_5,City_22,1822732,1822
City_5,City_2,1978266,1978
City_5,City_18,3071850,3071
City_5,City_50,2532999,2532
City_5,City_60,2595109,2595
City_5,City_7,2838426,2838
City_5,City_61,2583758,2583
City_41,City_24,1126494,1126
City_41,City_47,747204,7472
City_41,City_31,1115026,1115
City_41,City_54,1965787,1965
City_41,City_53,1979684,1979
City_41,City_19,1480997,1480
City_41,City_12,805247,8052
City_41,City_46,552461,5524
City_41,City_45,553375,5533
City_41,City_51,1447277,1447
City_41,City_6,643171,6431
City_41,City_20,1483298,1483
City_41,City_56,695574,6955
City_41,City_35,1008152,1008
City_41,City_48,784007,7840
City_41,City_57,742145,7421
City_41,City_58,677086,6770
City_41,City_42,463142,4631
City_41,City_13,709612,7096
City_41,City_14,709308,7093
City_41,City_37,1262911,1262
City_41,City_30,1012944,1012
City_41,City_5,2105953,2105
City_41,City_52,1082760,1082
City_41,City_26,779565,7795
City_41,City_21,1250559,1250
City_41,City_28,1065329,1065
City_41,City_36,622947,6229
City_41,City_44,187817,1878
City_41,City_43,190419,1904
City_41,City_10,838896,8388
City_41,City_32,817647,8176
City_41,City_33,797828,7978
City_41,City_3,1149710,1149
City_41,City_9,1404619,1404
City_41,City_34,942298,9422
City_41,City_59,342556,3425
City_41,City_16,1338559,1338
City_41,City_29,1083266,1083
City_41,City_8,883718,8837
City_41,City_40,26742,2674
City_41,City_11,1102128,1102
City_41,City_23,939709,9397
City_41,City_4,1138771,1138
City_41,City_25,996509,9965
City_41,City_15,1396129,1396
City_41,City_27,1033463,1033
City_41,City_55,1805375,1805
City_41,City_39,1106647,1106
City_41,City_49,1363684,1363
City_41,City_17,1373306,1373
City_41,City_38,1305304,1305
City_41,City_0,1222498,1222
City_41,City_1,1203539,1203
City_41,City_22,905135,9051
City_41,City_2,1200630,1200
City_41,City_18,1380747,1380
City_41,City_50,1391372,1391
City_41,City_60,1165646,1165
City_41,City_7,861933,8619
City_41,City_61,1371502,1371
City_52,City_24,1826197,1826
City_52,City_47,804635,8046
City_52,City_31,1791315,1791
City_52,City_54,2891005,2891
City_52,City_53,2904902,2904
City_52,City_19,1042564,1042
City_52,City_12,1730465,1730
City_52,City_46,691248,6912
City_52,City_45,680819,6808
City_52,City_51,1422572,1422
City_52,City_6,574354,5743
City_52,City_20,1024323,1024
City_52,City_56,400211,4002
City_52,City_35,1968275,1968
City_52,City_48,603409,6034
City_52,City_57,395365,3953
City_52,City_58,416247,4162
City_52,City_42,1075002,1075
City_52,City_13,1671399,1671
City_52,City_14,1671095,1671
City_52,City_37,1757867,1757
City_52,City_30,1728970,1728
City_52,City_5,3031171,3031
City_52,City_41,1082273,1082
City_52,City_26,1704783,1704
City_52,City_21,512315,5123
City_52,City_28,1747338,1747
City_52,City_36,1548165,1548
City_52,City_44,1064726,1064
City_52,City_43,1065141,1065
City_52,City_10,1764114,1764
City_52,City_32,1134845,1134
City_52,City_33,1114113,1114
City_52,City_3,1915608,1915
City_52,City_9,2329837,2329
City_52,City_34,1902421,1902
City_52,City_59,1102125,1102
City_52,City_16,881790,8817
City_52,City_29,1755815,1755
City_52,City_8,1569443,1569
City_52,City_40,1063665,1063
City_52,City_11,2027346,2027
City_52,City_23,1628868,1628
City_52,City_4,2082940,2082
City_52,City_25,1653411,1653
City_52,City_15,982347,9823
City_52,City_27,1690365,1690
City_52,City_55,2730593,2730
City_52,City_39,1628707,1628
City_52,City_49,1612013,1612
City_52,City_17,920678,9206
City_52,City_38,1750707,1750
City_52,City_0,1820195,1820
City_52,City_1,1841140,1841
City_52,City_22,1604144,1604
City_52,City_2,1821273,1821
City_52,City_18,954651,9546
City_52,City_50,1639701,1639
City_52,City_60,1590721,1590
City_52,City_7,672002,6720
City_52,City_61,1619831,1619
City_26,City_24,482152,4821
City_26,City_47,1035385,1035
City_26,City_31,516971,5169
City_26,City_54,1421738,1421
City_26,City_53,1435635,1435
City_26,City_19,1647956,1647
City_26,City_12,326173,3261
City_26,City_46,1014838,1014
City_26,City_45,1015752,1015
City_26,City_51,1359400,1359
City_26,City_6,1397443,1397
City_26,City_20,1663106,1663
City_26,City_56,1435840,1435
City_26,City_35,667121,6671
City_26,City_48,1197840,1197
City_26,City_57,1482411,1482
City_26,City_58,1417352,1417
City_26,City_42,655052,6550
City_26,City_13,758491,7584
City_26,City_14,757870,7578
City_26,City_37,684701,6847
City_26,City_30,365793,3657
City_26,City_5,1561904,1561
City_26,City_41,778581,7785
City_26,City_52,1694415,1694
City_26,City_21,1628107,1628
City_26,City_28,467274,4672
City_26,City_36,183327,1833
City_26,City_44,651911,6519
City_26,City_43,654513,6545
City_26,City_10,119606,1196
City_26,City_32,770384,7703
City_26,City_33,750565,7505
City_26,City_3,1299758,1299
City_26,City_9,677070,6770
City_26,City_34,640704,6407
City_26,City_59,860960,8609
City_26,City_16,1560847,1560
City_26,City_29,486545,4865
City_26,City_8,373915,3739
City_26,City_40,757249,7572
City_26,City_11,372607,3726
City_26,City_23,379171,3791
City_26,City_4,717953,7179
City_26,City_25,424984,4249
City_26,City_15,1540058,1540
City_26,City_27,461938,4619
City_26,City_55,1261326,1261
City_26,City_39,592301,5923
City_26,City_49,1098150,1098
City_26,City_17,1553114,1553
City_26,City_38,741118,7411
City_26,City_0,624443,6244
City_26,City_1,605484,6054
City_26,City_22,337429,3374
City_26,City_2,602575,6025
City_26,City_18,1551427,1551
City_26,City_50,1053934,1053
City_26,City_60,1675706,1675
City_26,City_7,1602199,1602
City_26,City_61,1104693,1104
City_21,City_24,1728446,1728
City_21,City_47,605748,6057
City_21,City_31,1642015,1642
City_21,City_54,2881709,2881
City_21,City_53,2895606,2895
City_21,City_19,577807,5778
City_21,City_12,1721169,1721
City_21,City_46,711069,7110
City_21,City_45,709262,7092
City_21,City_51,1049186,1049
City_21,City_6,1049838,1049
City_21,City_20,559566,5595
City_21,City_56,883792,8837
City_21,City_35,1958979,1958
City_21,City_48,477235,4772
City_21,City_57,878946,8789
City_21,City_58,899828,8998
City_21,City_42,967259,9672
City_21,City_13,1791223,1791
City_21,City_14,1790602,1790
City_21,City_37,1589205,1589
City_21,City_30,1621683,1621
City_21,City_5,3021875,3021
City_21,City_41,1250860,1250
City_21,City_52,513160,5131
City_21,City_26,1629948,1629
City_21,City_28,1640051,1640
City_21,City_36,1488595,1488
City_21,City_44,1075110,1075
City_21,City_43,1075525,1075
City_21,City_10,1733973,1733
City_21,City_32,966183,9661
City_21,City_33,967715,9677
City_21,City_3,2356571,2356
City_21,City_9,2268435,2268
City_21,City_34,1893125,1893
City_21,City_59,1593870,1593
City_21,City_16,453327,4533
City_21,City_29,1648528,1648
City_21,City_8,1462156,1462
City_21,City_40,1229528,1229
City_21,City_11,1963972,1963
City_21,City_23,1521581,1521
City_21,City_4,2073644,2073
City_21,City_25,1546124,1546
City_21,City_15,551937,5519
City_21,City_27,1583078,1583
City_21,City_55,2721297,2721
City_21,City_39,1487245,1487
City_21,City_49,1368867,1368
City_21,City_17,492215,4922
City_21,City_38,1582045,1582
City_21,City_0,1651533,1651
City_21,City_1,1672478,1672
City_21,City_22,1496857,1496
City_21,City_2,1652611,1652
City_21,City_18,526188,5261
City_21,City_50,1396555,1396
City_21,City_60,2066205,2066
City_21,City_7,1160275,1160
City_21,City_61,1376685,1376
City_28,City_24,112751,1127
City_28,City_47,1041848,1041
City_28,City_31,59753,5975
City_28,City_54,1760316,1760
City_28,City_53,1774213,1774
City_28,City_19,1555278,1555
City_28,City_12,782550,7825
City_28,City_46,1068411,1068
City_28,City_45,1069428,1069
City_28,City_51,1072634,1072
City_28,City_6,1610599,1610
City_28,City_20,1576643,1576
City_28,City_56,1559013,1559
City_28,City_35,1035350,1035
City_28,City_48,1216858,1216
City_28,City_57,1603150,1603
City_28,City_58,1553908,1553
City_28,City_42,701885,7018
City_28,City_13,1200912,1200
City_28,City_14,1200291,1200
City_28,City_37,227483,2274
City_28,City_30,111609,1116
City_28,City_5,1900482,1900
City_28,City_41,1063505,1063
City_28,City_52,1747166,1747
City_28,City_26,467410,4674
City_28,City_21,1647125,1647
City_28,City_36,625748,6257
City_28,City_44,921236,9212
City_28,City_43,920009,9200
City_28,City_10,537894,5378
City_28,City_32,715929,7159
City_28,City_33,700107,7001
City_28,City_3,1706380,1706
City_28,City_9,885899,8858
City_28,City_34,1028263,1028
City_28,City_59,1276236,1276
City_28,City_16,1485475,1485
City_28,City_29,26898,2689
City_28,City_8,196453,1964
City_28,City_40,1042173,1042
City_28,City_11,581436,5814
City_28,City_23,140439,1404
City_28,City_4,1082209,1082
City_28,City_25,103951,1039
City_28,City_15,1444366,1444
City_28,City_27,68982,6898
City_28,City_55,1599904,1599
City_28,City_39,234514,2345
City_28,City_49,696406,6964
City_28,City_17,1480847,1480
City_28,City_38,283900,2839
City_28,City_0,167225,1672
City_28,City_1,148266,1482
City_28,City_22,170002,1700
City_28,City_2,145357,1453
City_28,City_18,1467743,1467
City_28,City_50,652190,6521
City_28,City_60,2090982,2090
City_28,City_7,1863633,1863
City_28,City_61,702949,7029
City_36,City_24,655001,6550
City_36,City_47,892028,8920
City_36,City_31,676948,6769
City_36,City_54,1421113,1421
City_36,City_53,1435010,1435
City_36,City_19,1625821,1625
City_36,City_12,258065,2580
City_36,City_46,858414,8584
City_36,City_45,859328,8593
City_36,City_51,1380155,1380
City_36,City_6,1227013,1227
City_36,City_20,1628122,1628
City_36,City_56,1279416,1279
City_36,City_35,579790,5797
City_36,City_48,1054483,1054
City_36,City_57,1325987,1325
City_36,City_58,1260928,1260
City_36,City_42,528138,5281
City_36,City_13,599008,5990
City_36,City_14,598387,5983
City_36,City_37,844678,8446
City_36,City_30,538642,5386
City_36,City_5,1561279,1561
City_36,City_41,622157,6221
City_36,City_52,1537991,1537
City_36,City_26,184795,1847
City_36,City_21,1484750,1484
City_36,City_28,627251,6272
City_36,City_44,495487,4954
City_36,City_43,498089,4980
City_36,City_10,260287,2602
City_36,City_32,766248,7662
City_36,City_33,746429,7464
City_36,City_3,1178487,1178
City_36,City_9,852998,8529
City_36,City_34,555261,5552
City_36,City_59,701477,7014
City_36,City_16,1525863,1525
City_36,City_29,646522,6465
City_36,City_8,522835,5228
City_36,City_40,600825,6008
City_36,City_11,545456,5454
City_36,City_23,533281,5332
City_36,City_4,664580,6645
City_36,City_25,579094,5790
City_36,City_15,1517114,1517
City_36,City_27,616048,6160
City_36,City_55,1260701,1260
City_36,City_39,746411,7464
City_36,City_49,1207840,1207
City_36,City_17,1518130,1518
City_36,City_38,901095,9010
City_36,City_0,784420,7844
City_36,City_1,765461,7654
City_36,City_22,491539,4915
City_36,City_2,762552,7625
City_36,City_18,1525571,1525
City_36,City_50,1208044,1208
City_36,City_60,1516223,1516
City_36,City_7,1445775,1445
City_36,City_61,1215658,1215
City_44,City_24,1001466,1001
City_44,City_47,571031,5710
City_44,City_31,973690,9736
City_44,City_54,1840759,1840
City_44,City_53,1854656,1854
City_44,City_19,1304824,1304
City_44,City_12,680219,6802
City_44,City_46,376288,3762
City_44,City_45,377202,3772
City_44,City_51,1289607,1289
City_44,City_6,795086,7950
City_44,City_20,1307125,1307
City_44,City_56,807966,8079
City_44,City_35,918029,9180
City_44,City_48,607834,6078
City_44,City_57,852103,8521
City_44,City_58,802861,8028
City_44,City_42,305472,3054
City_44,City_13,730593,7305
City_44,City_14,729972,7299
City_44,City_37,1121575,1121
City_44,City_30,887916,8879
City_44,City_5,1980925,1980
City_44,City_41,190230,1902
City_44,City_52,1055865,1055
City_44,City_26,654537,6545
City_44,City_21,1074386,1074
City_44,City_28,923993,9239
City_44,City_36,497919,4979
City_44,City_43,2818,2818
City_44,City_10,713868,7138
City_44,City_32,659977,6599
City_44,City_33,640158,6401
City_44,City_3,1295941,1295
City_44,City_9,1279591,1279
City_44,City_34,852175,8521
City_44,City_59,533240,5332
City_44,City_16,1162386,1162
City_44,City_29,941930,9419
City_44,City_8,742382,7423
City_44,City_40,168898,1688
City_44,City_11,977100,9771
City_44,City_23,798373,7983
City_44,City_4,1032694,1032
City_44,City_25,855173,8551
City_44,City_15,1219956,1219
City_44,City_27,892127,8921
City_44,City_55,1680347,1680
City_44,City_39,948977,9489
City_44,City_49,1206014,1206
City_44,City_17,1197133,1197
City_44,City_38,1163968,1163
City_44,City_0,1081162,1081
City_44,City_1,1062203,1062
City_44,City_22,763799,7637
City_44,City_2,1059294,1059
City_44,City_18,1204574,1204
City_44,City_50,1233702,1233
City_44,City_60,1356330,1356
City_44,City_7,1013848,1013
City_44,City_61,1213832,1213
City_43,City_24,1001726,1001
City_43,City_47,573204,5732
City_43,City_31,971703,9717
City_43,City_54,1841019,1841
City_43,City_53,1854916,1854
City_43,City_19,1306997,1306
City_43,City_12,680479,6804
City_43,City_46,378461,3784
City_43,City_45,379375,3793
City_43,City_51,1287620,1287
City_43,City_6,795346,7953
City_43,City_20,1309298,1309
City_43,City_56,810139,8101
City_43,City_35,918289,9182
City_43,City_48,610007,6100
City_43,City_57,854276,8542
City_43,City_58,805034,8050
City_43,City_42,303485,3034
City_43,City_13,730853,7308
City_43,City_14,730232,7302
City_43,City_37,1119588,1119
City_43,City_30,888176,8881
City_43,City_5,1981185,1981
City_43,City_41,190490,1904
City_43,City_52,1058038,1058
City_43,City_26,654797,6547
City_43,City_21,1076559,1076
City_43,City_28,922006,9220
City_43,City_36,498179,4981
City_43,City_44,3808,3808
City_43,City_10,714128,7141
City_43,City_32,657990,6579
City_43,City_33,638171,6381
City_43,City_3,1296201,1296
City_43,City_9,1279851,1279
City_43,City_34,852435,8524
City_43,City_59,533500,5335
City_43,City_16,1164559,1164
City_43,City_29,939943,9399
City_43,City_8,740395,7403
City_43,City_40,169158,1691
City_43,City_11,977360,9773
City_43,City_23,796386,7963
City_43,City_4,1032954,1032
City_43,City_25,853186,8531
City_43,City_15,1222129,1222
City_43,City_27,890140,8901
City_43,City_55,1680607,1680
City_43,City_39,946990,9469
City_43,City_49,1204027,1204
City_43,City_17,1199306,1199
City_43,City_38,1161981,1161
City_43,City_0,1079175,1079
City_43,City_1,1060216,1060
City_43,City_22,761812,7618
City_43,City_2,1057307,1057
City_43,City_18,1206747,1206
City_43,City_50,1231715,1231
City_43,City_60,1356590,1356
City_43,City_7,1014108,1014
City_43,City_61,1211845,1211
City_10,City_24,572710,5727
City_10,City_47,1137796,1137
City_10,City_31,588170,5881
City_10,City_54,1285669,1285
City_10,City_53,1299566,1299
City_10,City_19,1762767,1762
City_10,City_12,263154,2631
City_10,City_46,1076071,1076
City_10,City_45,1076985,1076
City_10,City_51,1474211,1474
City_10,City_6,1442953,1442
City_10,City_20,1777917,1777
City_10,City_56,1495356,1495
City_10,City_35,579239,5792
City_10,City_48,1300251,1300
City_10,City_57,1541927,1541
City_10,City_58,1476868,1476
City_10,City_42,773906,7739
City_10,City_13,684419,6844
